video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=KZ0JDk1p6Zg&pp=ygUHY2xpbWF0ZQ%3D%3D,/@jerrykroth,Jerry Kroth Collective Psychology,Climate Doomsday 6 Years From Now,50K,1 year,Prof. Jerry Kroth makes a shocking revelation about new climate data that has emerged. To contact Dr. Kroth go to ...,30:06.8
/watch?v=EcxQZ8ub54Y&pp=ygUHY2xpbWF0ZQ%3D%3D,/@JREClips,JRE Clips,"Questioning the ""Science Is Settled"" Climate Change Narrative",383K,2 months,Taken from JRE #2397 w/Richard Lindzen & William Happer YouTube: https://youtu.be/Zt32chvO_iY JRE on Spotify: ...,30:06.8
/watch?v=B8AcyFMtDms&pp=ygUHY2xpbWF0ZQ%3D%3D,/@trevornoah,Trevor Noah,"Prime Minister Mia Mottley: Climate, Immigration, and the Power of Small Nations",104K,1 day,"In this very special bonus episode that's as smart as it is fun, Trevor goes one-on-one with Barbados' Prime Minister, Mia Mottley.",30:06.8
/shorts/hqbZQghshbw,/@telegraph,The Telegraph,Climate protester run over by lorry in Germany,144M,2 years,A climate protester in Germany was hit by a truck after an enraged driver escalated a blocking protest. A group of protesters were ...,30:06.8
/watch?v=r1bMJekCiBw&pp=ygUHY2xpbWF0ZQ%3D%3D,/@ClimateTown,Climate Town,Joe Rogan Doesn't Understand Graphs,1M,5 months,GIVE ME BACK MY SON! And take back your personal data with Incogni! Use code CLIMATE and get 60% off an annual plan: ...,30:06.8
/watch?v=E1e5HAZo4iw&pp=ygUHY2xpbWF0ZQ%3D%3D,/@FactsMatterRoman,Facts Matter with Roman Balmakov,Inconvenient Truth: 32 Climate Predictions Proven False | Facts Matter,3.5M,2 years,Get the SEKUR safe messaging app: https://ept.ms/3yW0Wul Episode Resources: Sekur: https://ept.ms/3yW0Wul Timeline of ...,30:06.8
/watch?v=KLYMjPNppRQ&pp=ygUHY2xpbWF0ZQ%3D%3D,/@ClimateTown,Climate Town,America's Dumbest Crop,614K,3 months,We love you lawn. Check out Peak Design for great gear (the discount code is over but they've still got good stuff).,30:06.8
/watch?v=q0NABB4kMQY&pp=ygUHY2xpbWF0ZQ%3D%3D,/@WION,WION,"Record Snowfall Hits Russia’s Kamchatka, Heaviest In 60 Years | WION Climate Tracker",9.9K,1 day,"Russia's far eastern Kamchatka Peninsula has been hit by record-breaking snowfall, with authorities calling it the heaviest snow in ...",30:06.8
/shorts/p9FJekN55ek,/@sydwingold,Syd Wingold,It’s the damn climate change,9.3M,6 months,It's the damn climate change.,30:06.8
/watch?v=RLqXkYrdmjY&pp=ygUHY2xpbWF0ZdIHCQmHCgGHKiGM7w%3D%3D,/@hbomberguy,hbomberguy,Climate Denial: A Measured Response,8.5M,6 years,Sponsored in part by CuriosityStream: https://www.curiositystream.com/hbomberguy Facts. What are they good for? Twitter: ...,30:06.8
/shorts/aQ7gt-4N5Sk,/@KristineVike,Kristine Vike,Climate change is worse than you think #climatescience  #EnvironmentalScience,2.9K,3 months,"I can circumvent uncanny valley, creepily ""perfect"" AI stuff by being a dork. Not a problem for me in the least. References: ...",30:06.8
/shorts/pLVdV9jWfSo,/@SimonClark,Simon Clark,Is there actually any evidence for climate change? #science,3.9M,2 years,... atmospheric Oceanic cryological biological chemical and migratory evidence is there really any evidence for climate change.,30:14.3
/watch?v=kgQuylcfiLk&pp=ygUHY2xpbWF0ZQ%3D%3D,/@SimonClark,Simon Clark,We're this close to a huge climate win,258K,5 months,"Learn new skills in maths, science, and data with Brilliant: https://brilliant.org/simonclark (use my link for a 20% discount!) Let's talk ...",30:14.3
/watch?v=E6bVBH9y5O8&pp=ygUHY2xpbWF0ZQ%3D%3D,/@besmart,Be Smart,The Biggest Myth About Climate Change,1M,3 years,Check out America Outdoors Understory on @PBS : https://youtu.be/s-R1p89zHnk We're on PATREON! Join the community ...,30:14.3
/watch?v=lrPS2HiYVp8&pp=ygUHY2xpbWF0ZQ%3D%3D,/@metoffice,Met Office - UK Weather,How does the climate system work?,576K,13 years,"An animation to explain how the climate system works. For more information on weather and climate, visit www.metoffice.gov.uk.",30:14.3
/watch?v=roIOgtrjFGU&pp=ygUHY2xpbWF0ZQ%3D%3D,/@ClimateTown,Climate Town,This Weird Fruit Is In Absolutely Everything | Climate Town,476K,6 months,It's a swamp! Check out Ground News! https://ground.news/climatetown/ Patreon: https://www.patreon.com/ClimateTown ...,30:14.3
/watch?v=KnjaQU8069A&pp=ygUHY2xpbWF0ZQ%3D%3D,/@SimonClark,Simon Clark,The genius point Trump made about climate change,479K,3 months,A stopped clock is still right twice a day. Kinda? Get yourself a Nebula subscription: https://go.nebula.tv/simonclark My video with ...,30:14.3
/shorts/1G3gUjJwAyw,/@SimonClark,Simon Clark,Meet the roster behind Trump's climate report,71K,3 months,The Department of Energy assembled quite the team of authors...,30:14.3
/shorts/sCzfscB7mhM,/@GeorgeCollier,George Collier,what if climate change was jazzy,4.3M,3 months,Download transcriptions at https://georgecolliermusic.com. Check out the Discord!: https://discord.gg/3qxNDA3NCy Original video: ...,30:14.3
/watch?v=ClZGMeiFT6w&pp=ygUHY2xpbWF0ZdIHCQmHCgGHKiGM7w%3D%3D,/@ClimateAdam,ClimateAdam,Why the Climate Crisis is a Health Crisis,7.9K,2 months,"Climate change is here, today, and it's threatening our lives. Whether through the direct danger of extreme weather - from floods, ...",30:14.3
/shorts/4aZsNlQdJsM,/@SimonClark,Simon Clark,"Yes, climate change IS making you poorer",55K,2 days,Did you think that climate change is making everything more expensive well you're right and you're not alone a recent poll from ...,30:14.3
/watch?v=LckkSXkr4Nk&pp=ygUHY2xpbWF0ZQ%3D%3D,/@SkyNewsAustralia,Sky News Australia,‘Grossly exaggerated’: Media gives ‘little attention’ to new bombshell climate report,601K,5 months,Sky News host Andrew Bolt says the media is giving “little attention” to a new report on global warming out of the United States.,30:14.3
/shorts/NZ4JBkB5JXY,/@thefreepress,The Free Press,Climate Anxiety vs. Reality,14K,3 months,"Climate Anxiety vs. Reality “I'm a former climate activist who broke up with the movement and healed my climate anxiety. Now, I'm ...",30:14.3
/shorts/zkhLfzJM7TE,/@NBCNews,NBC News,Greta Thunberg interrupted while speaking at a climate protest,105K,2 years,GretaThunberg was interrupted while speaking at a Dutch #climate march days before the country's election. #Netherlands ...,30:14.3
/watch?v=fJvyka4rT0w&pp=ygUHY2xpbWF0ZQ%3D%3D,/@OurChangingClimate,Our Changing Climate,Is There Good News About Climate Change?,28K,1 month,Send direct cash to forest protectors with Cool Earth! All donations to Cool Earth using this link will be DOUBLED: ...,30:14.3
/shorts/uNmFV7aPsL0,/@cbckids,CBC Kids,What's the difference between #weather & #climate? 🌎 #EarthDay #Earth #Environment #Shorts,45K,2 years,Subscribe to CBC Kids: https://bit.ly/3DEYZqv Watch your favourite CBC Kids shows anytime on CBC Gem: https://gem.cbc.ca/kids ...,30:14.3
/watch?v=5UsKzOkOn-c&pp=ygUHY2xpbWF0ZQ%3D%3D,/@SabineHossenfelder,Sabine Hossenfelder,"“Termination Shock” Could Explain Recent Global Warming, Some Climate Scientists Think",255K,3 months,Want to restore the planet's ecosystems and see your impact in monthly videos? The first 100 people to join Planet Wild with my ...,30:22.9
/watch?v=EhAemz1v7dQ&pp=ygUHY2xpbWF0ZQ%3D%3D,/@kurzgesagt,Kurzgesagt – In a Nutshell,Do we Need Nuclear Energy to Stop Climate Change?,9.5M,4 years,Get Merch designed with ❤ from https://kgs.link/shop-140 Join the Patreon Bird Army https://kgs.link/patreon ▽▽ More infos ...,30:22.9
/watch?v=SzcGTd8qWTg&pp=ygUHY2xpbWF0ZQ%3D%3D,/@crashcoursekids,Crash Course Kids,Climate Change: Crash Course Kids #41.2,861K,9 years,How does climate change? And what happens to environments and ecosystems when it does? In this episode of Crash Course ...,30:22.9
/watch?v=OVWZyDz--30&pp=ygUHY2xpbWF0ZQ%3D%3D,/@TheEconomist,The Economist,Climate change: what is ocean acidification?,563K,2 years,"As carbon emissions change the chemistry of the seas, ocean acidification threatens marine life and human livelihoods.",30:22.9
/watch?v=lEEwAcQ-zpU&pp=ygUHY2xpbWF0ZdIHCQmHCgGHKiGM7w%3D%3D,/@ClimateAdam,ClimateAdam,Climate Scientist Reacts to Trump's UN Speech,71K,3 months,"I break down the latest Trump speech, sifting through the wide-ranging climate change misinformation it contains. On September ...",30:22.9
/watch?v=W5mkVjVFAoE&pp=ygUHY2xpbWF0ZdIHCQmHCgGHKiGM7w%3D%3D,/@CNBCtelevision,CNBC Television,Bill Gates on his new climate message: There's enough innovation to avoid 'super bad' outcomes,87K,2 months,Microsoft co-founder Bill Gates joins 'Squawk Box' to discuss details of his new essay ahead of the 2025 United Nations Climate ...,30:22.9
/watch?v=ipVxxxqwBQw&pp=ygUHY2xpbWF0ZdIHCQmHCgGHKiGM7w%3D%3D,/@kurzgesagt,Kurzgesagt – In a Nutshell,Who Is Responsible For Climate Change? – Who Needs To Fix It?,11M,5 years,Sources & further reading: https://sites.google.com/view/sourcesclimateresponsibility/ Special thanks to the team at Our World for ...,30:22.9
/watch?v=dcBXmj1nMTQ&pp=ygUHY2xpbWF0ZQ%3D%3D,/@aljazeeraenglish,Al Jazeera English,What is Climate Change? | Start Here,1.6M,6 years,"The hard facts about global warming - a defining issue of our time. Climate change is happening now, and even world leaders ...",30:22.9
/watch?v=WGgDw9I9mr0&pp=ygUHY2xpbWF0ZdIHCQmHCgGHKiGM7w%3D%3D,/@60minutes,60 Minutes,Climate Change | 60 Minutes Marathon,1.5M,1 year,"From 2006, Scott Pelley's report on the evidence of Global Warming in the arctic. Also from 2006, Pelley's report on government ...",30:22.9
/shorts/3jXaz_JwdUI,/@CBCTheNational,CBC News: The National,"Trump denies climate change, calls it a 'con job'",87K,3 months,U.S. President Donald Trump dismissed climate change during his address to the United Nations General Assembly as the ...,30:22.9
/shorts/nnOGuKRIMLI,/@TommyTechnetium,Tommy Technetium,Did Scientists Really Switch From Global Warming to Climate Change?,36K,6 months,You've heard the claim: “They changed it from global warming to climate change!” But here's the truth: scientists have been using ...,30:22.9
/shorts/5Y2q_OIKmD4,/@FactTechz,FactTechz,INDIA Did ‘Impossible’ LEAST Affected By HOT TEMPERATURE On Entire Earth! #shorts,7.2M,7 months,"Aerosol particles, tiny solid or liquid particles suspended in the air, play a complex role in Earth's climate system. In India, a ...",30:22.9
/watch?v=SLEenW2UiUw&pp=ygUHY2xpbWF0ZQ%3D%3D,/@BBCWorldService,BBC World Service,"What is climate change? - The Climate Question, BBC World Service",737K,2 years,Looking for a climate change 101? Here to help you brush up on the basics is Jordan Dunbar. Click here to subscribe to our ...,30:22.9
/shorts/fNw-b8yA1xU,/@SkyNewsAustralia,Sky News Australia,Joe Rogan schools Bernie Sanders on climate change,513K,6 months,Sky News host Rita Panahi has reacted to Joe Rogan educating Bernie Sanders on the truth about global warming and climate ...,30:22.9
/shorts/qBZ_r_xeN98,/@nowthisimpact,NowThis Impact,Jane Goodall Destroys Trump Climate Lies,179K,3 months,Jane Goodall never stopped fighting for the planet and climate action.,30:22.9
